"id","country","age","month","visitors"
"8020","Mexico","41-50","1/1/2011",130
"8021","Mexico","51-60","1/1/2011",101
"8022","Mexico","61+","1/1/2011",43
"8023","Brazil","Total","1/1/2011",1333
"8024","Brazil","0-20","1/1/2011",55
"8025","Brazil","21-30","1/1/2011",297
"8026","Brazil","31-40","1/1/2011",327
"8027","Brazil","41-50","1/1/2011",215
"8028","Brazil","51-60","1/1/2011",154
"8029","Brazil","61+","1/1/2011",104
"8030","United Kingdom","Total","1/1/2011",9189
"8031","United Kingdom","0-20","1/1/2011",243
"8032","United Kingdom","21-30","1/1/2011",1080
"8033","United Kingdom","31-40","1/1/2011",1624
"8034","United Kingdom","41-50","1/1/2011",2094
"8035","United Kingdom","51-60","1/1/2011",1986
"8036","United Kingdom","61+","1/1/2011",1350
"8037","Germany","Total","1/1/2011",9309
"8038","Germany","0-20","1/1/2011",162
"8039","Germany","21-30","1/1/2011",999
"8040","Germany","31-40","1/1/2011",1816
"8041","Germany","41-50","1/1/2011",2667
"8042","Germany","51-60","1/1/2011",1418
"8043","Germany","61+","1/1/2011",742
"8044","France","Total","1/1/2011",5582
"8045","France","0-20","1/1/2011",214
"8046","France","21-30","1/1/2011",1074
"8047","France","31-40","1/1/2011",1336
"8048","France","41-50","1/1/2011",1219
"8049","France","51-60","1/1/2011",747
"8050","France","61+","1/1/2011",344
"8051","Netherlands","Total","1/1/2011",2177
"8052","Netherlands","0-20","1/1/2011",65
"8053","Netherlands","21-30","1/1/2011",222
"8054","Netherlands","31-40","1/1/2011",430
"8055","Netherlands","41-50","1/1/2011",549
"8056","Netherlands","51-60","1/1/2011",328
"8057","Netherlands","61+","1/1/2011",187
"8058","Sweden","Total","1/1/2011",1368
"8059","Sweden","0-20","1/1/2011",47
"8060","Sweden","21-30","1/1/2011",209
"8061","Sweden","31-40","1/1/2011",301
"8062","Sweden","41-50","1/1/2011",312
"8063","Sweden","51-60","1/1/2011",234
"8064","Sweden","61+","1/1/2011",141
"8065","Switzerland","Total","1/1/2011",983
"8066","Switzerland","0-20","1/1/2011",27
"8067","Switzerland","21-30","1/1/2011",134
"8068","Switzerland","31-40","1/1/2011",171
"8069","Switzerland","41-50","1/1/2011",256
"8070","Switzerland","51-60","1/1/2011",174
"8071","Switzerland","61+","1/1/2011",138
"8072","Itary","Total","1/1/2011",2541
"8073","Itary","0-20","1/1/2011",18
"8074","Itary","21-30","1/1/2011",293
"8075","Itary","31-40","1/1/2011",670
"8076","Itary","41-50","1/1/2011",800
"8077","Itary","51-60","1/1/2011",405
"8078","Itary","61+","1/1/2011",171
"8079","Denmark","Total","1/1/2011",699
"8080","Denmark","0-20","1/1/2011",12
"8081","Denmark","21-30","1/1/2011",71
"8082","Denmark","31-40","1/1/2011",152
"8083","Denmark","41-50","1/1/2011",241
"8084","Denmark","51-60","1/1/2011",117
"8085","Denmark","61+","1/1/2011",47
"8086","Norway","Total","1/1/2011",1271
"8087","Norway","0-20","1/1/2011",60
"8088","Norway","21-30","1/1/2011",139
"8089","Norway","31-40","1/1/2011",279
"8090","Norway","41-50","1/1/2011",332
"8091","Norway","51-60","1/1/2011",208
"8092","Norway","61+","1/1/2011",110
"8093","Belgium","Total","1/1/2011",690
"8094","Belgium","0-20","1/1/2011",16
"8095","Belgium","21-30","1/1/2011",83
"8096","Belgium","31-40","1/1/2011",149
"8097","Belgium","41-50","1/1/2011",215
"8098","Belgium","51-60","1/1/2011",126
"8099","Belgium","61+","1/1/2011",34
"8100","Austria","Total","1/1/2011",834
"8101","Austria","0-20","1/1/2011",8
"8102","Austria","21-30","1/1/2011",126
"8103","Austria","31-40","1/1/2011",174
"8104","Austria","41-50","1/1/2011",223
"8105","Austria","51-60","1/1/2011",116
"8106","Austria","61+","1/1/2011",63
"8107","Spain","Total","1/1/2011",1231
"8108","Spain","0-20","1/1/2011",21
"8109","Spain","21-30","1/1/2011",204
"8110","Spain","31-40","1/1/2011",423
"8111","Spain","41-50","1/1/2011",274
"8112","Spain","51-60","1/1/2011",137
"8113","Spain","61+","1/1/2011",58
"8114","Greece","Total","1/1/2011",708
"8115","Greece","0-20","1/1/2011",7
"8116","Greece","21-30","1/1/2011",60
"8117","Greece","31-40","1/1/2011",123
"8118","Greece","41-50","1/1/2011",97
"8119","Greece","51-60","1/1/2011",90
"8120","Greece","61+","1/1/2011",41
"8121","Portugal","Total","1/1/2011",599
"8122","Portugal","0-20","1/1/2011",50
"8123","Portugal","21-30","1/1/2011",103
"8124","Portugal","31-40","1/1/2011",148
"8125","Portugal","41-50","1/1/2011",146
"8126","Portugal","51-60","1/1/2011",76
"8127","Portugal","61+","1/1/2011",20
"8128","Finland","Total","1/1/2011",771
"8129","Finland","0-20","1/1/2011",20
"8130","Finland","21-30","1/1/2011",85
"8131","Finland","31-40","1/1/2011",184
"8132","Finland","41-50","1/1/2011",168
"8133","Finland","51-60","1/1/2011",98
"8134","Finland","61+","1/1/2011",37
"8135","Ireland","Total","1/1/2011",541
"8136","Ireland","0-20","1/1/2011",4
"8137","Ireland","21-30","1/1/2011",130
"8138","Ireland","31-40","1/1/2011",134
"8139","Ireland","41-50","1/1/2011",126
"8140","Ireland","51-60","1/1/2011",58
"8141","Ireland","61+","1/1/2011",41
"8142","Ukraine","Total","1/1/2011",2687
"8143","Ukraine","0-20","1/1/2011",22
"8144","Ukraine","21-30","1/1/2011",195
"8145","Ukraine","31-40","1/1/2011",170
"8146","Ukraine","41-50","1/1/2011",166
"8147","Ukraine","51-60","1/1/2011",105
"8148","Ukraine","61+","1/1/2011",10
"8149","Russia","Total","1/1/2011",12619
"8150","Russia","0-20","1/1/2011",501
"8151","Russia","21-30","1/1/2011",1338
"8152","Russia","31-40","1/1/2011",1667
"8153","Russia","41-50","1/1/2011",1724
"8154","Russia","51-60","1/1/2011",1420
"8155","Russia","61+","1/1/2011",506
"8156","Croatia","Total","1/1/2011",491
"8157","Croatia","0-20","1/1/2011",3
"8158","Croatia","21-30","1/1/2011",35
"8159","Croatia","31-40","1/1/2011",66
"8160","Croatia","41-50","1/1/2011",43
"8161","Croatia","51-60","1/1/2011",45
"8162","Croatia","61+","1/1/2011",12
"8163","Romania","Total","1/1/2011",807
"8164","Romania","0-20","1/1/2011",3
"8165","Romania","21-30","1/1/2011",80
"8166","Romania","31-40","1/1/2011",83
"8167","Romania","41-50","1/1/2011",79
"8168","Romania","51-60","1/1/2011",44
"8169","Romania","61+","1/1/2011",8
"8170","Bulgaria","Total","1/1/2011",659
"8171","Bulgaria","0-20","1/1/2011",2
"8172","Bulgaria","21-30","1/1/2011",33
"8173","Bulgaria","31-40","1/1/2011",67
"8174","Bulgaria","41-50","1/1/2011",40
"8175","Bulgaria","51-60","1/1/2011",32
"8176","Bulgaria","61+","1/1/2011",10
"8177","Poland","Total","1/1/2011",1510
"8178","Poland","0-20","1/1/2011",40
"8179","Poland","21-30","1/1/2011",224
"8180","Poland","31-40","1/1/2011",262
"8181","Poland","41-50","1/1/2011",151
"8182","Poland","51-60","1/1/2011",131
"8183","Poland","61+","1/1/2011",74
"8184","Australia","Total","1/1/2011",9293
"8185","Australia","0-20","1/1/2011",1211
"8186","Australia","21-30","1/1/2011",1431
"8187","Australia","31-40","1/1/2011",1643
"8188","Australia","41-50","1/1/2011",1654
"8189","Australia","51-60","1/1/2011",1481
"8190","Australia","61+","1/1/2011",1322
"8191","New Zealand","Total","1/1/2011",2125
"8192","New Zealand","0-20","1/1/2011",267
"8193","New Zealand","21-30","1/1/2011",451
"8194","New Zealand","31-40","1/1/2011",355
"8195","New Zealand","41-50","1/1/2011",347
"8196","New Zealand","51-60","1/1/2011",367
"8197","New Zealand","61+","1/1/2011",209
"8198","South Africa Union","Total","1/1/2011",608
"8199","South Africa Union","0-20","1/1/2011",6
"8200","South Africa Union","21-30","1/1/2011",96
"8201","South Africa Union","31-40","1/1/2011",119
"8202","South Africa Union","41-50","1/1/2011",134
"8203","South Africa Union","51-60","1/1/2011",75
"8204","South Africa Union","61+","1/1/2011",26
"8205","Total","Total","1/1/2011",869876
"8206","Total","0-20","1/1/2011",40128
"8207","Total","21-30","1/1/2011",163776
"8208","Total","31-40","1/1/2011",171681
"8209","Total","41-50","1/1/2011",162123
"8210","Total","51-60","1/1/2011",140034
"8211","Total","61+","1/1/2011",103999
"8212","Japan","Total","1/1/2011",299069
"8213","Japan","0-20","1/1/2011",23268
"8214","Japan","21-30","1/1/2011",58701
"8215","Japan","31-40","1/1/2011",59199
"8216","Japan","41-50","1/1/2011",60646
"8217","Japan","51-60","1/1/2011",53718
"8218","Japan","61+","1/1/2011",41046
"8219","Taiwan","Total","1/1/2011",36503
"8220","Taiwan","0-20","1/1/2011",2556
"8221","Taiwan","21-30","1/1/2011",12378
"8222","Taiwan","31-40","1/1/2011",11251
"8223","Taiwan","41-50","1/1/2011",5126
"8224","Taiwan","51-60","1/1/2011",3051
"8225","Taiwan","61+","1/1/2011",1337
"8226","Hong Kong","Total","1/1/2011",29727
"8227","Hong Kong","0-20","1/1/2011",4972
"8228","Hong Kong","21-30","1/1/2011",7258
"8229","Hong Kong","31-40","1/1/2011",7233
"8230","Hong Kong","41-50","1/1/2011",6157
"8231","Hong Kong","51-60","1/1/2011",2480
"8232","Hong Kong","61+","1/1/2011",1024
"8233","Thailand","Total","1/1/2011",31733
"8234","Thailand","0-20","1/1/2011",4006
"8235","Thailand","21-30","1/1/2011",7219
"8236","Thailand","31-40","1/1/2011",7642
"8237","Thailand","41-50","1/1/2011",4944
"8238","Thailand","51-60","1/1/2011",2775
"8239","Thailand","61+","1/1/2011",1047
"8240","Malaysia","Total","1/1/2011",24333
"8241","Malaysia","0-20","1/1/2011",6983
"8242","Malaysia","21-30","1/1/2011",3505
"8243","Malaysia","31-40","1/1/2011",4269
"8244","Malaysia","41-50","1/1/2011",4871
"8245","Malaysia","51-60","1/1/2011",2245
"8246","Malaysia","61+","1/1/2011",850
"8247","Philippines","Total","1/1/2011",27271
"8248","Philippines","0-20","1/1/2011",1398
"8249","Philippines","21-30","1/1/2011",1987
"8250","Philippines","31-40","1/1/2011",2396
"8251","Philippines","41-50","1/1/2011",1824
"8252","Philippines","51-60","1/1/2011",956
"8253","Philippines","61+","1/1/2011",293
"8254","Indonesia","Total","1/1/2011",17170
"8255","Indonesia","0-20","1/1/2011",3537
"8256","Indonesia","21-30","1/1/2011",2636
"8257","Indonesia","31-40","1/1/2011",2733
"8258","Indonesia","41-50","1/1/2011",2741
"8259","Indonesia","51-60","1/1/2011",1280
"8260","Indonesia","61+","1/1/2011",639
"8261","Singapore","Total","1/1/2011",27912
"8262","Singapore","0-20","1/1/2011",9145
"8263","Singapore","21-30","1/1/2011",3691
"8264","Singapore","31-40","1/1/2011",4017
"8265","Singapore","41-50","1/1/2011",6038
"8266","Singapore","51-60","1/1/2011",2703
"8267","Singapore","61+","1/1/2011",1141
"8268","Myanmar","Total","1/1/2011",5814
"8269","Myanmar","0-20","1/1/2011",34
"8270","Myanmar","21-30","1/1/2011",538
"8271","Myanmar","31-40","1/1/2011",449
"8272","Myanmar","41-50","1/1/2011",196
"8273","Myanmar","51-60","1/1/2011",80
"8274","Myanmar","61+","1/1/2011",8
"8275","Vietnam","Total","1/1/2011",6568
"8276","Vietnam","0-20","1/1/2011",286
"8277","Vietnam","21-30","1/1/2011",1658
"8278","Vietnam","31-40","1/1/2011",1324
"8279","Vietnam","41-50","1/1/2011",742
"8280","Vietnam","51-60","1/1/2011",696
"8281","Vietnam","61+","1/1/2011",178
"8282","India","Total","1/1/2011",6629
"8283","India","0-20","1/1/2011",157
"8284","India","21-30","1/1/2011",1143
"8285","India","31-40","1/1/2011",1288
"8286","India","41-50","1/1/2011",640
"8287","India","51-60","1/1/2011",351
"8288","India","61+","1/1/2011",168
"8289","Sri Lanka","Total","1/1/2011",672
"8290","Sri Lanka","0-20","1/1/2011",11
"8291","Sri Lanka","21-30","1/1/2011",159
"8292","Sri Lanka","31-40","1/1/2011",204
"8293","Sri Lanka","41-50","1/1/2011",39
"8294","Sri Lanka","51-60","1/1/2011",17
"8295","Sri Lanka","61+","1/1/2011",9
"8296","Pakistan","Total","1/1/2011",750
"8297","Pakistan","0-20","1/1/2011",31
"8298","Pakistan","21-30","1/1/2011",207
"8299","Pakistan","31-40","1/1/2011",242
"8300","Pakistan","41-50","1/1/2011",129
"8301","Pakistan","51-60","1/1/2011",45
"8302","Pakistan","61+","1/1/2011",16
"8303","Bangladesh","Total","1/1/2011",707
"8304","Bangladesh","0-20","1/1/2011",18
"8305","Bangladesh","21-30","1/1/2011",189
"8306","Bangladesh","31-40","1/1/2011",219
"8307","Bangladesh","41-50","1/1/2011",62
"8308","Bangladesh","51-60","1/1/2011",25
"8309","Bangladesh","61+","1/1/2011",7
"8310","Mongolia","Total","1/1/2011",4034
"8311","Mongolia","0-20","1/1/2011",440
"8312","Mongolia","21-30","1/1/2011",919
"8313","Mongolia","31-40","1/1/2011",1156
"8314","Mongolia","41-50","1/1/2011",909
"8315","Mongolia","51-60","1/1/2011",358
"8316","Mongolia","61+","1/1/2011",127
"8317","China","Total","1/1/2011",159080
"8318","China","0-20","1/1/2011",5192
"8319","China","21-30","1/1/2011",37019
"8320","China","31-40","1/1/2011",36245
"8321","China","41-50","1/1/2011",33055
"8322","China","51-60","1/1/2011",19110
"8323","China","61+","1/1/2011",7452
"8324","Iran","Total","1/1/2011",629
"8325","Iran","0-20","1/1/2011",12
"8326","Iran","21-30","1/1/2011",106
"8327","Iran","31-40","1/1/2011",203
"8328","Iran","41-50","1/1/2011",133
"8329","Iran","51-60","1/1/2011",47
"8330","Iran","61+","1/1/2011",16
"8331","Israel","Total","1/1/2011",845
"8332","Israel","0-20","1/1/2011",36
"8333","Israel","21-30","1/1/2011",94
"8334","Israel","31-40","1/1/2011",180
"8335","Israel","41-50","1/1/2011",172
"8336","Israel","51-60","1/1/2011",167
"8337","Israel","61+","1/1/2011",163
"8338","Turkey","Total","1/1/2011",1201
"8339","Turkey","0-20","1/1/2011",19
"8340","Turkey","21-30","1/1/2011",199
"8341","Turkey","31-40","1/1/2011",253
"8342","Turkey","41-50","1/1/2011",150
"8343","Turkey","51-60","1/1/2011",73
"8344","Turkey","61+","1/1/2011",23
"8345","Uzbekistan","Total","1/1/2011",2173
"8346","Uzbekistan","0-20","1/1/2011",106
"8347","Uzbekistan","21-30","1/1/2011",592
"8348","Uzbekistan","31-40","1/1/2011",693
"8349","Uzbekistan","41-50","1/1/2011",354
"8350","Uzbekistan","51-60","1/1/2011",205
"8351","Uzbekistan","61+","1/1/2011",37
"8352","Kazakhstan","Total","1/1/2011",542
"8353","Kazakhstan","0-20","1/1/2011",35
"8354","Kazakhstan","21-30","1/1/2011",138
"8355","Kazakhstan","31-40","1/1/2011",117
"8356","Kazakhstan","41-50","1/1/2011",78
"8357","Kazakhstan","51-60","1/1/2011",62
"8358","Kazakhstan","61+","1/1/2011",36
"8359","USA","Total","1/1/2011",48517
"8360","USA","0-20","1/1/2011",7152
"8361","USA","21-30","1/1/2011",9782
"8362","USA","31-40","1/1/2011",7444
"8363","USA","41-50","1/1/2011",8700
"8364","USA","51-60","1/1/2011",7633
"8365","USA","61+","1/1/2011",4147
"8366","Canada","Total","1/1/2011",9094
"8367","Canada","0-20","1/1/2011",1097
"8368","Canada","21-30","1/1/2011",2272
"8369","Canada","31-40","1/1/2011",1641
"8370","Canada","41-50","1/1/2011",1553
"8371","Canada","51-60","1/1/2011",1214
"8372","Canada","61+","1/1/2011",635
"8373","Mexico","Total","1/1/2011",529
"8374","Mexico","0-20","1/1/2011",35
"8375","Mexico","21-30","1/1/2011",122
"8376","Mexico","31-40","1/1/2011",109
"8377","Mexico","41-50","1/1/2011",57
"8378","Mexico","51-60","1/1/2011",35
"8379","Mexico","61+","1/1/2011",11
"8380","Brazil","Total","1/1/2011",1304
"8381","Brazil","0-20","1/1/2011",215
"8382","Brazil","21-30","1/1/2011",397
"8383","Brazil","31-40","1/1/2011",274
"8384","Brazil","41-50","1/1/2011",147
"8385","Brazil","51-60","1/1/2011",110
"8386","Brazil","61+","1/1/2011",37
"8387","United Kingdom","Total","1/1/2011",6963
"8388","United Kingdom","0-20","1/1/2011",740
"8389","United Kingdom","21-30","1/1/2011",1362
"8390","United Kingdom","31-40","1/1/2011",1400
"8391","United Kingdom","41-50","1/1/2011",1484
"8392","United Kingdom","51-60","1/1/2011",1093
"8393","United Kingdom","61+","1/1/2011",511
"8394","Germany","Total","1/1/2011",6597
"8395","Germany","0-20","1/1/2011",334
"8396","Germany","21-30","1/1/2011",1010
"8397","Germany","31-40","1/1/2011",1237
"8398","Germany","41-50","1/1/2011",1523
"8399","Germany","51-60","1/1/2011",772
"8400","Germany","61+","1/1/2011",289
"8401","France","Total","1/1/2011",5027
"8402","France","0-20","1/1/2011",470
"8403","France","21-30","1/1/2011",1007
"8404","France","31-40","1/1/2011",1077
"8405","France","41-50","1/1/2011",878
"8406","France","51-60","1/1/2011",606
"8407","France","61+","1/1/2011",279
"8408","Netherlands","Total","1/1/2011",1576
"8409","Netherlands","0-20","1/1/2011",88
"8410","Netherlands","21-30","1/1/2011",262
"8411","Netherlands","31-40","1/1/2011",312
"8412","Netherlands","41-50","1/1/2011",319
"8413","Netherlands","51-60","1/1/2011",184
"8414","Netherlands","61+","1/1/2011",68
"8415","Sweden","Total","1/1/2011",904
"8416","Sweden","0-20","1/1/2011",66
"8417","Sweden","21-30","1/1/2011",173
"8418","Sweden","31-40","1/1/2011",192
"8419","Sweden","41-50","1/1/2011",183
"8420","Sweden","51-60","1/1/2011",138
"8421","Sweden","61+","1/1/2011",46
"8422","Switzerland","Total","1/1/2011",609
"8423","Switzerland","0-20","1/1/2011",51
"8424","Switzerland","21-30","1/1/2011",130
"8425","Switzerland","31-40","1/1/2011",136
"8426","Switzerland","41-50","1/1/2011",133
"8427","Switzerland","51-60","1/1/2011",87
"8428","Switzerland","61+","1/1/2011",45
"8429","Itary","Total","1/1/2011",1481
"8430","Itary","0-20","1/1/2011",43
"8431","Itary","21-30","1/1/2011",195
"8432","Itary","31-40","1/1/2011",429
"8433","Itary","41-50","1/1/2011",351
"8434","Itary","51-60","1/1/2011",199
"8435","Itary","61+","1/1/2011",90
"8436","Denmark","Total","1/1/2011",445
"8437","Denmark","0-20","1/1/2011",16
"8438","Denmark","21-30","1/1/2011",58
"8439","Denmark","31-40","1/1/2011",108
"8440","Denmark","41-50","1/1/2011",115
"8441","Denmark","51-60","1/1/2011",63
"8442","Denmark","61+","1/1/2011",28
"8443","Norway","Total","1/1/2011",640
"8444","Norway","0-20","1/1/2011",47
"8445","Norway","21-30","1/1/2011",116
"8446","Norway","31-40","1/1/2011",142
"8447","Norway","41-50","1/1/2011",137
"8448","Norway","51-60","1/1/2011",96
"8449","Norway","61+","1/1/2011",48
"8450","Belgium","Total","1/1/2011",467
"8451","Belgium","0-20","1/1/2011",22
"8452","Belgium","21-30","1/1/2011",69
"8453","Belgium","31-40","1/1/2011",96
"8454","Belgium","41-50","1/1/2011",129
"8455","Belgium","51-60","1/1/2011",82
"8456","Belgium","61+","1/1/2011",16
"8457","Austria","Total","1/1/2011",527
"8458","Austria","0-20","1/1/2011",17
"8459","Austria","21-30","1/1/2011",86
"8460","Austria","31-40","1/1/2011",122
"8461","Austria","41-50","1/1/2011",99
"8462","Austria","51-60","1/1/2011",47
"8463","Austria","61+","1/1/2011",35
"8464","Spain","Total","1/1/2011",895
"8465","Spain","0-20","1/1/2011",52
"8466","Spain","21-30","1/1/2011",236
"8467","Spain","31-40","1/1/2011",281
"8468","Spain","41-50","1/1/2011",139
"8469","Spain","51-60","1/1/2011",90
"8470","Spain","61+","1/1/2011",30
"8471","Greece","Total","1/1/2011",734
"8472","Greece","0-20","1/1/2011",18
"8473","Greece","21-30","1/1/2011",75
"8474","Greece","31-40","1/1/2011",130
"8475","Greece","41-50","1/1/2011",87
"8476","Greece","51-60","1/1/2011",78
"8477","Greece","61+","1/1/2011",30
"8478","Portugal","Total","1/1/2011",805
"8479","Portugal","0-20","1/1/2011",125
"8480","Portugal","21-30","1/1/2011",149
"8481","Portugal","31-40","1/1/2011",208
"8482","Portugal","41-50","1/1/2011",183
"8483","Portugal","51-60","1/1/2011",81
"8484","Portugal","61+","1/1/2011",26
"8485","Finland","Total","1/1/2011",606
"8486","Finland","0-20","1/1/2011",42
"8487","Finland","21-30","1/1/2011",105
"8488","Finland","31-40","1/1/2011",115
"8489","Finland","41-50","1/1/2011",95
"8490","Finland","51-60","1/1/2011",58
"8491","Finland","61+","1/1/2011",21
"8492","Ireland","Total","1/1/2011",480
"8493","Ireland","0-20","1/1/2011",22
"8494","Ireland","21-30","1/1/2011",149
"8495","Ireland","31-40","1/1/2011",120
"8496","Ireland","41-50","1/1/2011",85
"8497","Ireland","51-60","1/1/2011",34
"8498","Ireland","61+","1/1/2011",27
"8499","Ukraine","Total","1/1/2011",2651
"8500","Ukraine","0-20","1/1/2011",21
"8501","Ukraine","21-30","1/1/2011",183
"8502","Ukraine","31-40","1/1/2011",182
"8503","Ukraine","41-50","1/1/2011",126
"8504","Ukraine","51-60","1/1/2011",55
"8505","Ukraine","61+","1/1/2011",18
"8506","Russia","Total","1/1/2011",12262
