"ID","Classfication","Period","variable","value"
"3066","U.K.",2010,"Shoes",18.3
"3067","U.K.",2011,"Shoes",14.7
"3068","U.K.",2012,"Shoes",15
"3069","U.K.",2013,"Shoes",7.3
"3070","U.K.",2014,"Shoes",10.6
"3071","U.K.",2015,"Shoes",7.4
"3072","U.K.",2016,"Shoes",6.4
"3073","Germany",2001,"Shoes",12.2
"3074","Germany",2002,"Shoes",9.7
"3075","Germany",2003,"Shoes",12.2
"3076","Germany",2004,"Shoes",11.9
"3077","Germany",2005,"Shoes",15
"3078","Germany",2006,"Shoes",NA
"3079","Germany",2007,"Shoes",6.5
"3080","Germany",2008,"Shoes",7.3
"3081","Germany",2009,"Shoes",7.8
"3082","Germany",2010,"Shoes",10.9
"3083","Germany",2011,"Shoes",9.9
"3084","Germany",2012,"Shoes",6.7
"3085","Germany",2013,"Shoes",6.8
"3086","Germany",2014,"Shoes",9
"3087","Germany",2015,"Shoes",7.1
"3088","Germany",2016,"Shoes",6.3
"3089","France",2001,"Shoes",13.7
"3090","France",2002,"Shoes",12.1
"3091","France",2003,"Shoes",9.9
"3092","France",2004,"Shoes",12.9
"3093","France",2005,"Shoes",19.8
"3094","France",2006,"Shoes",NA
"3095","France",2007,"Shoes",7.3
"3096","France",2008,"Shoes",11.2
"3097","France",2009,"Shoes",10.6
"3098","France",2010,"Shoes",9.2
"3099","France",2011,"Shoes",8.5
"3100","France",2012,"Shoes",10.6
"3101","France",2013,"Shoes",10.3
"3102","France",2014,"Shoes",7.9
"3103","France",2015,"Shoes",8.6
"3104","France",2016,"Shoes",7.3
"3105","Russianfed.",2001,"Shoes",44.8
"3106","Russianfed.",2002,"Shoes",50.4
"3107","Russianfed.",2003,"Shoes",38.8
"3108","Russianfed.",2004,"Shoes",35.7
"3109","Russianfed.",2005,"Shoes",33.4
"3110","Russianfed.",2006,"Shoes",NA
"3111","Russianfed.",2007,"Shoes",14.2
"3112","Russianfed.",2008,"Shoes",15.8
"3113","Russianfed.",2009,"Shoes",19.6
"3114","Russianfed.",2010,"Shoes",14.4
"3115","Russianfed.",2011,"Shoes",11.8
"3116","Russianfed.",2012,"Shoes",12.3
"3117","Russianfed.",2013,"Shoes",22.6
"3118","Russianfed.",2014,"Shoes",28.4
"3119","Russianfed.",2015,"Shoes",22.6
"3120","Russianfed.",2016,"Shoes",30.4
"3121","Middleeast",2001,"Shoes",NA
"3122","Middleeast",2002,"Shoes",NA
"3123","Middleeast",2003,"Shoes",NA
"3124","Middleeast",2004,"Shoes",NA
"3125","Middleeast",2005,"Shoes",25
"3126","Middleeast",2006,"Shoes",NA
"3127","Middleeast",2007,"Shoes",23.9
"3128","Middleeast",2008,"Shoes",20.4
"3129","Middleeast",2009,"Shoes",21.8
"3130","Middleeast",2010,"Shoes",26.8
"3131","Middleeast",2011,"Shoes",37.2
"3132","Middleeast",2012,"Shoes",25.2
"3133","Middleeast",2013,"Shoes",24.9
"3134","Middleeast",2014,"Shoes",34
"3135","Middleeast",2015,"Shoes",28.6
"3136","Middleeast",2016,"Shoes",29.6
"3137","India",2001,"Shoes",NA
"3138","India",2002,"Shoes",NA
"3139","India",2003,"Shoes",NA
"3140","India",2004,"Shoes",NA
"3141","India",2005,"Shoes",NA
"3142","India",2006,"Shoes",NA
"3143","India",2007,"Shoes",NA
"3144","India",2008,"Shoes",12.6
"3145","India",2009,"Shoes",11.6
"3146","India",2010,"Shoes",18
"3147","India",2011,"Shoes",18.7
"3148","India",2012,"Shoes",16.9
"3149","India",2013,"Shoes",14.4
"3150","India",2014,"Shoes",15.4
"3151","India",2015,"Shoes",18.3
"3152","India",2016,"Shoes",12.9
"3153","Others",2001,"Shoes",19.4
"3154","Others",2002,"Shoes",21.3
"3155","Others",2003,"Shoes",25
"3156","Others",2004,"Shoes",21.1
"3157","Others",2005,"Shoes",20
"3158","Others",2006,"Shoes",NA
"3159","Others",2007,"Shoes",14.3
"3160","Others",2008,"Shoes",11.5
"3161","Others",2009,"Shoes",11.8
"3162","Others",2010,"Shoes",17.5
"3163","Others",2011,"Shoes",13.2
"3164","Others",2012,"Shoes",14.2
"3165","Others",2013,"Shoes",15.5
"3166","Others",2014,"Shoes",15.8
"3167","Others",2015,"Shoes",21.7
"3168","Others",2016,"Shoes",14.9
"3169","Whole",2001,"Doll.toy.game.machine",NA
"3170","Whole",2002,"Doll.toy.game.machine",NA
"3171","Whole",2003,"Doll.toy.game.machine",NA
"3172","Whole",2004,"Doll.toy.game.machine",13.2
"3173","Whole",2005,"Doll.toy.game.machine",NA
"3174","Whole",2006,"Doll.toy.game.machine",NA
"3175","Whole",2007,"Doll.toy.game.machine",NA
"3176","Whole",2008,"Doll.toy.game.machine",NA
"3177","Whole",2009,"Doll.toy.game.machine",NA
"3178","Whole",2010,"Doll.toy.game.machine",NA
"3179","Whole",2011,"Doll.toy.game.machine",NA
"3180","Whole",2012,"Doll.toy.game.machine",NA
"3181","Whole",2013,"Doll.toy.game.machine",NA
"3182","Whole",2014,"Doll.toy.game.machine",NA
"3183","Whole",2015,"Doll.toy.game.machine",NA
"3184","Whole",2016,"Doll.toy.game.machine",NA
"3185","Japan",2001,"Doll.toy.game.machine",NA
"3186","Japan",2002,"Doll.toy.game.machine",NA
"3187","Japan",2003,"Doll.toy.game.machine",NA
"3188","Japan",2004,"Doll.toy.game.machine",7.8
"3189","Japan",2005,"Doll.toy.game.machine",NA
"3190","Japan",2006,"Doll.toy.game.machine",NA
"3191","Japan",2007,"Doll.toy.game.machine",NA
"3192","Japan",2008,"Doll.toy.game.machine",NA
"3193","Japan",2009,"Doll.toy.game.machine",NA
"3194","Japan",2010,"Doll.toy.game.machine",NA
"3195","Japan",2011,"Doll.toy.game.machine",NA
"3196","Japan",2012,"Doll.toy.game.machine",NA
"3197","Japan",2013,"Doll.toy.game.machine",NA
"3198","Japan",2014,"Doll.toy.game.machine",NA
"3199","Japan",2015,"Doll.toy.game.machine",NA
"3200","Japan",2016,"Doll.toy.game.machine",NA
"3201","China",2001,"Doll.toy.game.machine",NA
"3202","China",2002,"Doll.toy.game.machine",NA
"3203","China",2003,"Doll.toy.game.machine",NA
"3204","China",2004,"Doll.toy.game.machine",8.2
"3205","China",2005,"Doll.toy.game.machine",NA
"3206","China",2006,"Doll.toy.game.machine",NA
"3207","China",2007,"Doll.toy.game.machine",NA
"3208","China",2008,"Doll.toy.game.machine",NA
"3209","China",2009,"Doll.toy.game.machine",NA
"3210","China",2010,"Doll.toy.game.machine",NA
"3211","China",2011,"Doll.toy.game.machine",NA
"3212","China",2012,"Doll.toy.game.machine",NA
"3213","China",2013,"Doll.toy.game.machine",NA
"3214","China",2014,"Doll.toy.game.machine",NA
"3215","China",2015,"Doll.toy.game.machine",NA
"3216","China",2016,"Doll.toy.game.machine",NA
"3217","Hongkong",2001,"Doll.toy.game.machine",NA
"3218","Hongkong",2002,"Doll.toy.game.machine",NA
"3219","Hongkong",2003,"Doll.toy.game.machine",NA
"3220","Hongkong",2004,"Doll.toy.game.machine",12.4
"3221","Hongkong",2005,"Doll.toy.game.machine",NA
"3222","Hongkong",2006,"Doll.toy.game.machine",NA
"3223","Hongkong",2007,"Doll.toy.game.machine",NA
"3224","Hongkong",2008,"Doll.toy.game.machine",NA
"3225","Hongkong",2009,"Doll.toy.game.machine",NA
"3226","Hongkong",2010,"Doll.toy.game.machine",NA
"3227","Hongkong",2011,"Doll.toy.game.machine",NA
"3228","Hongkong",2012,"Doll.toy.game.machine",NA
"3229","Hongkong",2013,"Doll.toy.game.machine",NA
"3230","Hongkong",2014,"Doll.toy.game.machine",NA
"3231","Hongkong",2015,"Doll.toy.game.machine",NA
"3232","Hongkong",2016,"Doll.toy.game.machine",NA
"3233","Singapore",2001,"Doll.toy.game.machine",NA
"3234","Singapore",2002,"Doll.toy.game.machine",NA
"3235","Singapore",2003,"Doll.toy.game.machine",NA
"3236","Singapore",2004,"Doll.toy.game.machine",24.5
"3237","Singapore",2005,"Doll.toy.game.machine",NA
"3238","Singapore",2006,"Doll.toy.game.machine",NA
"3239","Singapore",2007,"Doll.toy.game.machine",NA
"3240","Singapore",2008,"Doll.toy.game.machine",NA
"3241","Singapore",2009,"Doll.toy.game.machine",NA
"3242","Singapore",2010,"Doll.toy.game.machine",NA
"3243","Singapore",2011,"Doll.toy.game.machine",NA
"3244","Singapore",2012,"Doll.toy.game.machine",NA
"3245","Singapore",2013,"Doll.toy.game.machine",NA
"3246","Singapore",2014,"Doll.toy.game.machine",NA
"3247","Singapore",2015,"Doll.toy.game.machine",NA
"3248","Singapore",2016,"Doll.toy.game.machine",NA
"3249","Taiwan",2001,"Doll.toy.game.machine",NA
"3250","Taiwan",2002,"Doll.toy.game.machine",NA
"3251","Taiwan",2003,"Doll.toy.game.machine",NA
"3252","Taiwan",2004,"Doll.toy.game.machine",18
"3253","Taiwan",2005,"Doll.toy.game.machine",NA
"3254","Taiwan",2006,"Doll.toy.game.machine",NA
"3255","Taiwan",2007,"Doll.toy.game.machine",NA
"3256","Taiwan",2008,"Doll.toy.game.machine",NA
"3257","Taiwan",2009,"Doll.toy.game.machine",NA
"3258","Taiwan",2010,"Doll.toy.game.machine",NA
"3259","Taiwan",2011,"Doll.toy.game.machine",NA
"3260","Taiwan",2012,"Doll.toy.game.machine",NA
"3261","Taiwan",2013,"Doll.toy.game.machine",NA
"3262","Taiwan",2014,"Doll.toy.game.machine",NA
"3263","Taiwan",2015,"Doll.toy.game.machine",NA
"3264","Taiwan",2016,"Doll.toy.game.machine",NA
"3265","Thailand",2001,"Doll.toy.game.machine",NA
"3266","Thailand",2002,"Doll.toy.game.machine",NA
"3267","Thailand",2003,"Doll.toy.game.machine",NA
"3268","Thailand",2004,"Doll.toy.game.machine",25.9
"3269","Thailand",2005,"Doll.toy.game.machine",NA
"3270","Thailand",2006,"Doll.toy.game.machine",NA
"3271","Thailand",2007,"Doll.toy.game.machine",NA
"3272","Thailand",2008,"Doll.toy.game.machine",NA
"3273","Thailand",2009,"Doll.toy.game.machine",NA
"3274","Thailand",2010,"Doll.toy.game.machine",NA
"3275","Thailand",2011,"Doll.toy.game.machine",NA
"3276","Thailand",2012,"Doll.toy.game.machine",NA
"3277","Thailand",2013,"Doll.toy.game.machine",NA
"3278","Thailand",2014,"Doll.toy.game.machine",NA
"3279","Thailand",2015,"Doll.toy.game.machine",NA
"3280","Thailand",2016,"Doll.toy.game.machine",NA
"3281","Malaysia",2001,"Doll.toy.game.machine",NA
"3282","Malaysia",2002,"Doll.toy.game.machine",NA
"3283","Malaysia",2003,"Doll.toy.game.machine",NA
"3284","Malaysia",2004,"Doll.toy.game.machine",NA
"3285","Malaysia",2005,"Doll.toy.game.machine",NA
"3286","Malaysia",2006,"Doll.toy.game.machine",NA
"3287","Malaysia",2007,"Doll.toy.game.machine",NA
"3288","Malaysia",2008,"Doll.toy.game.machine",NA
"3289","Malaysia",2009,"Doll.toy.game.machine",NA
"3290","Malaysia",2010,"Doll.toy.game.machine",NA
"3291","Malaysia",2011,"Doll.toy.game.machine",NA
"3292","Malaysia",2012,"Doll.toy.game.machine",NA
"3293","Malaysia",2013,"Doll.toy.game.machine",NA
"3294","Malaysia",2014,"Doll.toy.game.machine",NA
"3295","Malaysia",2015,"Doll.toy.game.machine",NA
"3296","Malaysia",2016,"Doll.toy.game.machine",NA
"3297","Australia",2001,"Doll.toy.game.machine",NA
"3298","Australia",2002,"Doll.toy.game.machine",NA
"3299","Australia",2003,"Doll.toy.game.machine",NA
"3300","Australia",2004,"Doll.toy.game.machine",22
"3301","Australia",2005,"Doll.toy.game.machine",NA
"3302","Australia",2006,"Doll.toy.game.machine",NA
"3303","Australia",2007,"Doll.toy.game.machine",NA
"3304","Australia",2008,"Doll.toy.game.machine",NA
"3305","Australia",2009,"Doll.toy.game.machine",NA
"3306","Australia",2010,"Doll.toy.game.machine",NA
"3307","Australia",2011,"Doll.toy.game.machine",NA
"3308","Australia",2012,"Doll.toy.game.machine",NA
"3309","Australia",2013,"Doll.toy.game.machine",NA
"3310","Australia",2014,"Doll.toy.game.machine",NA
"3311","Australia",2015,"Doll.toy.game.machine",NA
"3312","Australia",2016,"Doll.toy.game.machine",NA
"3313","U.S.A.",2001,"Doll.toy.game.machine",NA
"3314","U.S.A.",2002,"Doll.toy.game.machine",NA
"3315","U.S.A.",2003,"Doll.toy.game.machine",NA
"3316","U.S.A.",2004,"Doll.toy.game.machine",23.6
"3317","U.S.A.",2005,"Doll.toy.game.machine",NA
"3318","U.S.A.",2006,"Doll.toy.game.machine",NA
"3319","U.S.A.",2007,"Doll.toy.game.machine",NA
"3320","U.S.A.",2008,"Doll.toy.game.machine",NA
"3321","U.S.A.",2009,"Doll.toy.game.machine",NA
"3322","U.S.A.",2010,"Doll.toy.game.machine",NA
"3323","U.S.A.",2011,"Doll.toy.game.machine",NA
"3324","U.S.A.",2012,"Doll.toy.game.machine",NA
"3325","U.S.A.",2013,"Doll.toy.game.machine",NA
"3326","U.S.A.",2014,"Doll.toy.game.machine",NA
"3327","U.S.A.",2015,"Doll.toy.game.machine",NA
"3328","U.S.A.",2016,"Doll.toy.game.machine",NA
"3329","Canada",2001,"Doll.toy.game.machine",NA
"3330","Canada",2002,"Doll.toy.game.machine",NA
"3331","Canada",2003,"Doll.toy.game.machine",NA
"3332","Canada",2004,"Doll.toy.game.machine",18.3
"3333","Canada",2005,"Doll.toy.game.machine",NA
"3334","Canada",2006,"Doll.toy.game.machine",NA
"3335","Canada",2007,"Doll.toy.game.machine",NA
"3336","Canada",2008,"Doll.toy.game.machine",NA
"3337","Canada",2009,"Doll.toy.game.machine",NA
"3338","Canada",2010,"Doll.toy.game.machine",NA
"3339","Canada",2011,"Doll.toy.game.machine",NA
"3340","Canada",2012,"Doll.toy.game.machine",NA
"3341","Canada",2013,"Doll.toy.game.machine",NA
"3342","Canada",2014,"Doll.toy.game.machine",NA
"3343","Canada",2015,"Doll.toy.game.machine",NA
"3344","Canada",2016,"Doll.toy.game.machine",NA
"3345","U.K.",2001,"Doll.toy.game.machine",NA
"3346","U.K.",2002,"Doll.toy.game.machine",NA
"3347","U.K.",2003,"Doll.toy.game.machine",NA
"3348","U.K.",2004,"Doll.toy.game.machine",20.2
"3349","U.K.",2005,"Doll.toy.game.machine",NA
"3350","U.K.",2006,"Doll.toy.game.machine",NA
"3351","U.K.",2007,"Doll.toy.game.machine",NA
"3352","U.K.",2008,"Doll.toy.game.machine",NA
"3353","U.K.",2009,"Doll.toy.game.machine",NA
"3354","U.K.",2010,"Doll.toy.game.machine",NA
"3355","U.K.",2011,"Doll.toy.game.machine",NA
"3356","U.K.",2012,"Doll.toy.game.machine",NA
"3357","U.K.",2013,"Doll.toy.game.machine",NA
"3358","U.K.",2014,"Doll.toy.game.machine",NA
"3359","U.K.",2015,"Doll.toy.game.machine",NA
"3360","U.K.",2016,"Doll.toy.game.machine",NA
"3361","Germany",2001,"Doll.toy.game.machine",NA
"3362","Germany",2002,"Doll.toy.game.machine",NA
"3363","Germany",2003,"Doll.toy.game.machine",NA
"3364","Germany",2004,"Doll.toy.game.machine",13.6
"3365","Germany",2005,"Doll.toy.game.machine",NA
"3366","Germany",2006,"Doll.toy.game.machine",NA
"3367","Germany",2007,"Doll.toy.game.machine",NA
"3368","Germany",2008,"Doll.toy.game.machine",NA
"3369","Germany",2009,"Doll.toy.game.machine",NA
"3370","Germany",2010,"Doll.toy.game.machine",NA
"3371","Germany",2011,"Doll.toy.game.machine",NA
"3372","Germany",2012,"Doll.toy.game.machine",NA
"3373","Germany",2013,"Doll.toy.game.machine",NA
"3374","Germany",2014,"Doll.toy.game.machine",NA
"3375","Germany",2015,"Doll.toy.game.machine",NA
"3376","Germany",2016,"Doll.toy.game.machine",NA
"3377","France",2001,"Doll.toy.game.machine",NA
"3378","France",2002,"Doll.toy.game.machine",NA
"3379","France",2003,"Doll.toy.game.machine",NA
"3380","France",2004,"Doll.toy.game.machine",17.9
"3381","France",2005,"Doll.toy.game.machine",NA
"3382","France",2006,"Doll.toy.game.machine",NA
"3383","France",2007,"Doll.toy.game.machine",NA
"3384","France",2008,"Doll.toy.game.machine",NA
"3385","France",2009,"Doll.toy.game.machine",NA
"3386","France",2010,"Doll.toy.game.machine",NA
"3387","France",2011,"Doll.toy.game.machine",NA
"3388","France",2012,"Doll.toy.game.machine",NA
"3389","France",2013,"Doll.toy.game.machine",NA
"3390","France",2014,"Doll.toy.game.machine",NA
"3391","France",2015,"Doll.toy.game.machine",NA
"3392","France",2016,"Doll.toy.game.machine",NA
"3393","Russianfed.",2001,"Doll.toy.game.machine",NA
"3394","Russianfed.",2002,"Doll.toy.game.machine",NA
"3395","Russianfed.",2003,"Doll.toy.game.machine",NA
"3396","Russianfed.",2004,"Doll.toy.game.machine",21.9
"3397","Russianfed.",2005,"Doll.toy.game.machine",NA
"3398","Russianfed.",2006,"Doll.toy.game.machine",NA
"3399","Russianfed.",2007,"Doll.toy.game.machine",NA
"3400","Russianfed.",2008,"Doll.toy.game.machine",NA
"3401","Russianfed.",2009,"Doll.toy.game.machine",NA
"3402","Russianfed.",2010,"Doll.toy.game.machine",NA
"3403","Russianfed.",2011,"Doll.toy.game.machine",NA
"3404","Russianfed.",2012,"Doll.toy.game.machine",NA
"3405","Russianfed.",2013,"Doll.toy.game.machine",NA
"3406","Russianfed.",2014,"Doll.toy.game.machine",NA
"3407","Russianfed.",2015,"Doll.toy.game.machine",NA
"3408","Russianfed.",2016,"Doll.toy.game.machine",NA
"3409","Middleeast",2001,"Doll.toy.game.machine",NA
"3410","Middleeast",2002,"Doll.toy.game.machine",NA
"3411","Middleeast",2003,"Doll.toy.game.machine",NA
"3412","Middleeast",2004,"Doll.toy.game.machine",NA
"3413","Middleeast",2005,"Doll.toy.game.machine",NA
"3414","Middleeast",2006,"Doll.toy.game.machine",NA
"3415","Middleeast",2007,"Doll.toy.game.machine",NA
"3416","Middleeast",2008,"Doll.toy.game.machine",NA
"3417","Middleeast",2009,"Doll.toy.game.machine",NA
"3418","Middleeast",2010,"Doll.toy.game.machine",NA
"3419","Middleeast",2011,"Doll.toy.game.machine",NA
"3420","Middleeast",2012,"Doll.toy.game.machine",NA
"3421","Middleeast",2013,"Doll.toy.game.machine",NA
"3422","Middleeast",2014,"Doll.toy.game.machine",NA
"3423","Middleeast",2015,"Doll.toy.game.machine",NA
"3424","Middleeast",2016,"Doll.toy.game.machine",NA
"3425","India",2001,"Doll.toy.game.machine",NA
"3426","India",2002,"Doll.toy.game.machine",NA
"3427","India",2003,"Doll.toy.game.machine",NA
"3428","India",2004,"Doll.toy.game.machine",NA
"3429","India",2005,"Doll.toy.game.machine",NA
"3430","India",2006,"Doll.toy.game.machine",NA
"3431","India",2007,"Doll.toy.game.machine",NA
"3432","India",2008,"Doll.toy.game.machine",NA
"3433","India",2009,"Doll.toy.game.machine",NA
"3434","India",2010,"Doll.toy.game.machine",NA
"3435","India",2011,"Doll.toy.game.machine",NA
"3436","India",2012,"Doll.toy.game.machine",NA
"3437","India",2013,"Doll.toy.game.machine",NA
"3438","India",2014,"Doll.toy.game.machine",NA
"3439","India",2015,"Doll.toy.game.machine",NA
"3440","India",2016,"Doll.toy.game.machine",NA
"3441","Others",2001,"Doll.toy.game.machine",NA
"3442","Others",2002,"Doll.toy.game.machine",NA
"3443","Others",2003,"Doll.toy.game.machine",NA
"3444","Others",2004,"Doll.toy.game.machine",21.5
"3445","Others",2005,"Doll.toy.game.machine",NA
"3446","Others",2006,"Doll.toy.game.machine",NA
"3447","Others",2007,"Doll.toy.game.machine",NA
"3448","Others",2008,"Doll.toy.game.machine",NA
"3449","Others",2009,"Doll.toy.game.machine",NA
"3450","Others",2010,"Doll.toy.game.machine",NA
"3451","Others",2011,"Doll.toy.game.machine",NA
"3452","Others",2012,"Doll.toy.game.machine",NA
"3453","Others",2013,"Doll.toy.game.machine",NA
"3454","Others",2014,"Doll.toy.game.machine",NA
"3455","Others",2015,"Doll.toy.game.machine",NA
"3456","Others",2016,"Doll.toy.game.machine",NA
"3457","Whole",2001,"Electrical.and.electronic.products",NA
"3458","Whole",2002,"Electrical.and.electronic.products",NA
"3459","Whole",2003,"Electrical.and.electronic.products",NA
"3460","Whole",2004,"Electrical.and.electronic.products",NA
"3461","Whole",2005,"Electrical.and.electronic.products",NA
"3462","Whole",2006,"Electrical.and.electronic.products",NA
"3463","Whole",2007,"Electrical.and.electronic.products",NA
"3464","Whole",2008,"Electrical.and.electronic.products",NA
"3465","Whole",2009,"Electrical.and.electronic.products",NA
"3466","Whole",2010,"Electrical.and.electronic.products",NA
"3467","Whole",2011,"Electrical.and.electronic.products",NA
"3468","Whole",2012,"Electrical.and.electronic.products",NA
"3469","Whole",2013,"Electrical.and.electronic.products",NA
"3470","Whole",2014,"Electrical.and.electronic.products",4.6
"3471","Whole",2015,"Electrical.and.electronic.products",NA
"3472","Whole",2016,"Electrical.and.electronic.products",NA
"3473","Japan",2001,"Electrical.and.electronic.products",NA
"3474","Japan",2002,"Electrical.and.electronic.products",NA
"3475","Japan",2003,"Electrical.and.electronic.products",NA
"3476","Japan",2004,"Electrical.and.electronic.products",NA
"3477","Japan",2005,"Electrical.and.electronic.products",NA
"3478","Japan",2006,"Electrical.and.electronic.products",NA
"3479","Japan",2007,"Electrical.and.electronic.products",NA
"3480","Japan",2008,"Electrical.and.electronic.products",NA
"3481","Japan",2009,"Electrical.and.electronic.products",NA
"3482","Japan",2010,"Electrical.and.electronic.products",NA
"3483","Japan",2011,"Electrical.and.electronic.products",NA
"3484","Japan",2012,"Electrical.and.electronic.products",NA
"3485","Japan",2013,"Electrical.and.electronic.products",NA
"3486","Japan",2014,"Electrical.and.electronic.products",1.2
"3487","Japan",2015,"Electrical.and.electronic.products",NA
"3488","Japan",2016,"Electrical.and.electronic.products",NA
"3489","China",2001,"Electrical.and.electronic.products",NA
"3490","China",2002,"Electrical.and.electronic.products",NA
"3491","China",2003,"Electrical.and.electronic.products",NA
"3492","China",2004,"Electrical.and.electronic.products",NA
"3493","China",2005,"Electrical.and.electronic.products",NA
"3494","China",2006,"Electrical.and.electronic.products",NA
"3495","China",2007,"Electrical.and.electronic.products",NA
"3496","China",2008,"Electrical.and.electronic.products",NA
"3497","China",2009,"Electrical.and.electronic.products",NA
"3498","China",2010,"Electrical.and.electronic.products",NA
"3499","China",2011,"Electrical.and.electronic.products",NA
"3500","China",2012,"Electrical.and.electronic.products",NA
"3501","China",2013,"Electrical.and.electronic.products",NA
"3502","China",2014,"Electrical.and.electronic.products",4.9
"3503","China",2015,"Electrical.and.electronic.products",NA
"3504","China",2016,"Electrical.and.electronic.products",NA
"3505","Hongkong",2001,"Electrical.and.electronic.products",NA
"3506","Hongkong",2002,"Electrical.and.electronic.products",NA
"3507","Hongkong",2003,"Electrical.and.electronic.products",NA
"3508","Hongkong",2004,"Electrical.and.electronic.products",NA
"3509","Hongkong",2005,"Electrical.and.electronic.products",NA
"3510","Hongkong",2006,"Electrical.and.electronic.products",NA
"3511","Hongkong",2007,"Electrical.and.electronic.products",NA
"3512","Hongkong",2008,"Electrical.and.electronic.products",NA
"3513","Hongkong",2009,"Electrical.and.electronic.products",NA
"3514","Hongkong",2010,"Electrical.and.electronic.products",NA
"3515","Hongkong",2011,"Electrical.and.electronic.products",NA
"3516","Hongkong",2012,"Electrical.and.electronic.products",NA
"3517","Hongkong",2013,"Electrical.and.electronic.products",NA
"3518","Hongkong",2014,"Electrical.and.electronic.products",3.3
"3519","Hongkong",2015,"Electrical.and.electronic.products",NA
"3520","Hongkong",2016,"Electrical.and.electronic.products",NA
"3521","Singapore",2001,"Electrical.and.electronic.products",NA
"3522","Singapore",2002,"Electrical.and.electronic.products",NA
"3523","Singapore",2003,"Electrical.and.electronic.products",NA
"3524","Singapore",2004,"Electrical.and.electronic.products",NA
"3525","Singapore",2005,"Electrical.and.electronic.products",NA
"3526","Singapore",2006,"Electrical.and.electronic.products",NA
"3527","Singapore",2007,"Electrical.and.electronic.products",NA
"3528","Singapore",2008,"Electrical.and.electronic.products",NA
"3529","Singapore",2009,"Electrical.and.electronic.products",NA
"3530","Singapore",2010,"Electrical.and.electronic.products",NA
"3531","Singapore",2011,"Electrical.and.electronic.products",NA
"3532","Singapore",2012,"Electrical.and.electronic.products",NA
"3533","Singapore",2013,"Electrical.and.electronic.products",NA
"3534","Singapore",2014,"Electrical.and.electronic.products",3.1
"3535","Singapore",2015,"Electrical.and.electronic.products",NA
"3536","Singapore",2016,"Electrical.and.electronic.products",NA
"3537","Taiwan",2001,"Electrical.and.electronic.products",NA
"3538","Taiwan",2002,"Electrical.and.electronic.products",NA
"3539","Taiwan",2003,"Electrical.and.electronic.products",NA
"3540","Taiwan",2004,"Electrical.and.electronic.products",NA
"3541","Taiwan",2005,"Electrical.and.electronic.products",NA
"3542","Taiwan",2006,"Electrical.and.electronic.products",NA
"3543","Taiwan",2007,"Electrical.and.electronic.products",NA
"3544","Taiwan",2008,"Electrical.and.electronic.products",NA
"3545","Taiwan",2009,"Electrical.and.electronic.products",NA
"3546","Taiwan",2010,"Electrical.and.electronic.products",NA
"3547","Taiwan",2011,"Electrical.and.electronic.products",NA
"3548","Taiwan",2012,"Electrical.and.electronic.products",NA
"3549","Taiwan",2013,"Electrical.and.electronic.products",NA
"3550","Taiwan",2014,"Electrical.and.electronic.products",0.5
"3551","Taiwan",2015,"Electrical.and.electronic.products",NA
"3552","Taiwan",2016,"Electrical.and.electronic.products",NA
"3553","Thailand",2001,"Electrical.and.electronic.products",NA
"3554","Thailand",2002,"Electrical.and.electronic.products",NA
"3555","Thailand",2003,"Electrical.and.electronic.products",NA
"3556","Thailand",2004,"Electrical.and.electronic.products",NA
"3557","Thailand",2005,"Electrical.and.electronic.products",NA
"3558","Thailand",2006,"Electrical.and.electronic.products",NA
"3559","Thailand",2007,"Electrical.and.electronic.products",NA
"3560","Thailand",2008,"Electrical.and.electronic.products",NA
"3561","Thailand",2009,"Electrical.and.electronic.products",NA
"3562","Thailand",2010,"Electrical.and.electronic.products",NA
"3563","Thailand",2011,"Electrical.and.electronic.products",NA
"3564","Thailand",2012,"Electrical.and.electronic.products",NA
"3565","Thailand",2013,"Electrical.and.electronic.products",NA
"3566","Thailand",2014,"Electrical.and.electronic.products",1.6
"3567","Thailand",2015,"Electrical.and.electronic.products",NA
"3568","Thailand",2016,"Electrical.and.electronic.products",NA
"3569","Malaysia",2001,"Electrical.and.electronic.products",NA
"3570","Malaysia",2002,"Electrical.and.electronic.products",NA
"3571","Malaysia",2003,"Electrical.and.electronic.products",NA
"3572","Malaysia",2004,"Electrical.and.electronic.products",NA
"3573","Malaysia",2005,"Electrical.and.electronic.products",NA
"3574","Malaysia",2006,"Electrical.and.electronic.products",NA
"3575","Malaysia",2007,"Electrical.and.electronic.products",NA
"3576","Malaysia",2008,"Electrical.and.electronic.products",NA
"3577","Malaysia",2009,"Electrical.and.electronic.products",NA
"3578","Malaysia",2010,"Electrical.and.electronic.products",NA
"3579","Malaysia",2011,"Electrical.and.electronic.products",NA
"3580","Malaysia",2012,"Electrical.and.electronic.products",NA
"3581","Malaysia",2013,"Electrical.and.electronic.products",NA
"3582","Malaysia",2014,"Electrical.and.electronic.products",2.3
"3583","Malaysia",2015,"Electrical.and.electronic.products",NA
"3584","Malaysia",2016,"Electrical.and.electronic.products",NA
"3585","Australia",2001,"Electrical.and.electronic.products",NA
"3586","Australia",2002,"Electrical.and.electronic.products",NA
"3587","Australia",2003,"Electrical.and.electronic.products",NA
"3588","Australia",2004,"Electrical.and.electronic.products",NA
"3589","Australia",2005,"Electrical.and.electronic.products",NA
"3590","Australia",2006,"Electrical.and.electronic.products",NA
"3591","Australia",2007,"Electrical.and.electronic.products",NA
